AggregationMethod,Date,Version,AirportName,PercentOfBaseline,City,State,Country
Daily,2020-09-13,1.0,Washington Dulles International ,46,Floris,Virginia,United States of America (the)
Daily,2020-03-31,1.0,Washington Dulles International ,57,Floris,Virginia,United States of America (the)
Daily,2020-04-11,1.0,Washington Dulles International ,29,Floris,Virginia,United States of America (the)
Daily,2020-04-28,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
Daily,2020-09-10,1.0,Washington Dulles International ,57,Floris,Virginia,United States of America (the)
Daily,2020-09-21,1.0,Washington Dulles International ,69,Floris,Virginia,United States of America (the)
Daily,2020-09-22,1.0,Washington Dulles International ,74,Floris,Virginia,United States of America (the)
Daily,2020-04-19,1.0,Washington Dulles International ,41,Floris,Virginia,United States of America (the)
Daily,2020-05-16,1.0,Washington Dulles International ,40,Floris,Virginia,United States of America (the)
Daily,2020-07-07,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
Daily,2020-07-29,1.0,Washington Dulles International ,60,Floris,Virginia,United States of America (the)
Daily,2020-08-23,1.0,Washington Dulles International ,52,Floris,Virginia,United States of America (the)
Daily,2020-10-08,1.0,Washington Dulles International ,70,Floris,Virginia,United States of America (the)
Daily,2020-10-31,1.0,Washington Dulles International ,50,Floris,Virginia,United States of America (the)
Daily,2020-11-24,1.0,Washington Dulles International ,60,Floris,Virginia,United States of America (the)
Daily,2020-03-26,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
Daily,2020-06-06,1.0,Washington Dulles International ,50,Floris,Virginia,United States of America (the)
Daily,2020-06-22,1.0,Washington Dulles International ,63,Floris,Virginia,United States of America (the)
Daily,2020-07-05,1.0,Washington Dulles International ,36,Floris,Virginia,United States of America (the)
Daily,2020-07-19,1.0,Washington Dulles International ,44,Floris,Virginia,United States of America (the)
Daily,2020-09-03,1.0,Washington Dulles International ,60,Floris,Virginia,United States of America (the)
Daily,2020-11-02,1.0,Washington Dulles International ,62,Floris,Virginia,United States of America (the)
Daily,2020-05-13,1.0,Washington Dulles International ,57,Floris,Virginia,United States of America (the)
Daily,2020-05-23,1.0,Washington Dulles International ,33,Floris,Virginia,United States of America (the)
Daily,2020-07-23,1.0,Washington Dulles International ,56,Floris,Virginia,United States of America (the)
Daily,2020-03-23,1.0,Washington Dulles International ,65,Floris,Virginia,United States of America (the)
Daily,2020-05-09,1.0,Washington Dulles International ,46,Floris,Virginia,United States of America (the)
Daily,2020-07-11,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
